opcode,mnem,op_enc,ops,prefs,feature_flag,exceptions
0F 9F /?,SETG/SETNLE,M,r/m8:mew; ZF:r; SF:r; OF:r,pref67:operand/1,,
0F 9D /?,SETGE/SETNL,M,r/m8:mew; SF:r; OF:r,pref67:operand/1,,
0F 9C /?,SETNGE/SETL,M,r/m8:mew; SF:r; OF:r,pref67:operand/1,,
0F 9E /?,SETLE/SETNG,M,r/m8:mew; ZF:r; SF:r; OF:r,pref67:operand/1,,
0F 95 /?,SETNE/SETNZ,M,r/m8:mew; ZF:r,pref67:operand/1,,
0F 91 /?,SETNO,M,r/m8:mew; OF:r,rex_w:operand/any; pref67:operand/1,,
0F 9B /?,SETPO/SETNP,M,r/m8:mew; PF:r,pref67:operand/1,,
0F 99 /?,SETNS,M,r/m8:mew; SF:r,rex_w:operand/any; pref67:operand/1,,
0F 90 /?,SETO,M,r/m8:mew; OF:r,rex_w:operand/any; pref67:operand/1,,
0F 9A /?,SETP/SETPE,M,r/m8:mew; PF:r,pref67:operand/1,,
0F 98 /?,SETS,M,r/m8:mew; SF:r,rex_w:operand/any; pref67:operand/1,,
0F AE F8,SFENCE,NP,,,,
0F 3A CC /r ib,SHA1RNDS4,RMI,xmm:merw; xmm/m128:mer; imm8:mer,pref67:operand/1,SHA,
0F 38 C8 /r,SHA1NEXTE,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SHA,
0F 38 C9 /r,SHA1MSG1,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SHA,
0F 38 CA /r,SHA1MSG2,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SHA,
0F 38 CB /r,SHA256RNDS2,RM,xmm:merw; xmm/m128:mer; XMM0:mr,pref67:operand/1,SHA,
0F 38 CC /r,SHA256MSG1,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SHA,
0F 38 CD /r,SHA256MSG2,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SHA,
0F A4 /r ib,SHLD,MRI,r/m16:merw; r16:mer; imm8:mer; SF:w; ZF:w; PF:w; OF:u; AF:u; CF:w,pref66:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F A5 /r,SHLD,MR,r/m16:merw; r16:mer; CL:mr; SF:w; ZF:w; PF:w; OF:u; AF:u; CF:w,pref66:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F A4 /r ib,SHLD,MRI,r/m32:merw; r32:mer; imm8:mer; SF:w; ZF:w; PF:w; OF:u; AF:u; CF:w,rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC
0F A4 /r ib,SHLD,MRI,r/m64:merw; r64:mer; imm8:mer; SF:w; ZF:w; PF:w; OF:u; AF:u; CF:w,rex_w:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F A5 /r,SHLD,MR,r/m32:merw; r32:mer; CL:mr; SF:w; ZF:w; PF:w; OF:u; AF:u; CF:w,rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC
0F A5 /r,SHLD,MR,r/m64:merw; r64:mer; CL:mr; SF:w; ZF:w; PF:w; OF:u; AF:u; CF:w,rex_w:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F AC /r ib,SHRD,MRI,r/m16:merw; r16:mer; imm8:mer; SF:w; ZF:w; PF:w; OF:u; AF:u; CF:w,pref66:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F AD /r,SHRD,MR,r/m16:merw; r16:mer; CL:mr; SF:w; ZF:w; PF:w; OF:u; AF:u; CF:w,pref66:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F AC /r ib,SHRD,MRI,r/m32:merw; r32:mer; imm8:mer; SF:w; ZF:w; PF:w; OF:u; AF:u; CF:w,rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC
0F AC /r ib,SHRD,MRI,r/m64:merw; r64:mer; imm8:mer; SF:w; ZF:w; PF:w; OF:u; AF:u; CF:w,rex_w:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F AD /r,SHRD,MR,r/m32:merw; r32:mer; CL:mr; SF:w; ZF:w; PF:w; OF:u; AF:u; CF:w,rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC
0F AD /r,SHRD,MR,r/m64:merw; r64:mer; CL:mr; SF:w; ZF:w; PF:w; OF:u; AF:u; CF:w,rex_w:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F C6 /r ib,SHUFPD,RMI,xmm:merw; xmm/m128:mer; imm8:mer,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GPS; AC; PFS
VEX.NDS.128.66.0F.WIG C6 /r ib,VSHUFPD,RVMI,xmm:mew; xmm:mer; xmm/m128:mer; imm8:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
VEX.NDS.256.66.0F.WIG C6 /r ib,VSHUFPD,RVMI,ymm:mew; ymm:mer; ymm/m256:mer; imm8:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
EVEX.NDS.128.66.0F.W1 C6 /r ib,VSHUFPD,FV,xmm{k1}{z}:mew; xmm:mer; xmm/m128/m64bcst:mer; imm8:mer,,AVX512VL; AVX512F,UD; GPS; AC; PFS
EVEX.NDS.256.66.0F.W1 C6 /r ib,VSHUFPD,FV,ymm{k1}{z}:mew; ymm:mer; ymm/m256/m64bcst:mer; imm8:mer,,AVX512VL; AVX512F,UD; GPS; AC; PFS
EVEX.NDS.512.66.0F.W1 C6 /r ib,VSHUFPD,FV,zmm{k1}{z}:mew; zmm:mer; zmm/m512/m64bcst:mer; imm8:mer,,AVX512F,UD; GPS; AC; PFS
0F C6 /r ib,SHUFPS,RMI,xmm:merw; xmm/m128:mer; imm8:mer,pref67:operand/1,SSE,UD; GPS; AC; PFS
VEX.NDS.128.0F.WIG C6 /r ib,VSHUFPS,RVMI,xmm:mew; xmm:mer; xmm/m128:mer; imm8:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
VEX.NDS.256.0F.WIG C6 /r ib,VSHUFPS,RVMI,ymm:mew; ymm:mer; ymm/m256:mer; imm8:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
EVEX.NDS.128.0F.W0 C6 /r ib,VSHUFPS,FV,xmm{k1}{z}:mew; xmm:mer; xmm/m128/m32bcst:mer; imm8:mer,,AVX512VL; AVX512F,UD; GPS; AC; PFS
EVEX.NDS.256.0F.W0 C6 /r ib,VSHUFPS,FV,ymm{k1}{z}:mew; ymm:mer; ymm/m256/m32bcst:mer; imm8:mer,,AVX512VL; AVX512F,UD; GPS; AC; PFS
EVEX.NDS.512.0F.W0 C6 /r ib,VSHUFPS,FV,zmm{k1}{z}:mew; zmm:mer; zmm/m512/m32bcst:mer; imm8:mer,,AVX512F,UD; GPS; AC; PFS
0F 51 /r,SQRTPD,RM,xmm:mew; xmm/m128:mer; PE:w; DE:w; IE:w,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GPS; AC; PFS; XFSS
VEX.128.66.0F.WIG 51 /r,VSQRTPD,RM,xmm:mew; xmm/m128:mer; PE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
VEX.256.66.0F.WIG 51 /r,VSQRTPD,RM,ymm:mew; ymm/m256:mer; PE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
EVEX.128.66.0F.W1 51 /r,VSQRTPD,FV,xmm {k1}{z}:mew; xmm/m128/m32bcst:mer; PE:w; DE:w; IE:w,,AVX512VL; AVX512F,UD; GPS; AC; PFS; XFSS
EVEX.256.66.0F.W1 51 /r,VSQRTPD,FV,ymm {k1}{z}:mew; ymm/m256/m32bcst:mer; PE:w; DE:w; IE:w,,AVX512VL; AVX512F,UD; GPS; AC; PFS; XFSS
EVEX.512.66.0F.W1 51 /r,VSQRTPD,FV,zmm {k1}{z}:mew; zmm/m512/m64bcst{er}:mer; PE:w; DE:w; IE:w,,AVX512F,UD; GPS; AC; PFS; XFSS
0F 51 /r,SQRTPS,RM,xmm:mew; xmm/m128:mer; PE:w; DE:w; IE:w,pref67:operand/1,SSE,UD; GPS; AC; PFS; XFSS
VEX.128.0F.WIG 51 /r,VSQRTPS,RM,xmm:mew; xmm/m128:mer; PE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
VEX.256.0F.WIG 51 /r,VSQRTPS,RM,ymm:mew; ymm/m256:mer; PE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
EVEX.128.0F.W0 51 /r,VSQRTPS,FV,xmm {k1}{z}:mew; xmm/m128/m32bcst:mer; PE:w; DE:w; IE:w,,AVX512VL; AVX512F,UD; GPS; AC; PFS; XFSS
EVEX.256.0F.W0 51 /r,VSQRTPS,FV,ymm {k1}{z}:mew; ymm/m256/m32bcst:mer; PE:w; DE:w; IE:w,,AVX512VL; AVX512F,UD; GPS; AC; PFS; XFSS
EVEX.512.0F.W0 51 /r,VSQRTPS,FV,zmm {k1}{z}:mew; zmm/m512/m32bcst{er}:mer; PE:w; DE:w; IE:w,,AVX512F,UD; GPS; AC; PFS; XFSS
0F 51 /r,SQRTSD,RM,xmm[0..63]:mew; xmm/m64:mer; PE:w; DE:w; IE:w,pref67:operand/1; prefF2:mandatory/1,SSE2,UD; GP; ACS; XFSS
VEX.NDS.128.F2.0F.WIG 51 /r,VSQRTSD,RVM,xmm:mew; xmm:mer; xmm/m64:mer; PE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFSS
EVEX.NDS.LIG.F2.0F.W1 51 /r,VSQRTSD,T1S,xmm {k1}{z}:mew; xmm:mer; xmm/m64{er}:mer; PE:w; DE:w; IE:w,,AVX512F,UD; GP; ACS; XFSS
0F 51 /r,SQRTSS,RM,xmm[0..31]:mew; xmm/m32:mer; PE:w; DE:w; IE:w,pref67:operand/1; prefF3:mandatory/1,SSE,UD; GP; ACS; XFSS
VEX.NDS.128.F3.0F.WIG 51 /r,VSQRTSS,RVM,xmm:mew; xmm:mer; xmm/m32:mer; PE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFSS
EVEX.NDS.LIG.F3.0F.W0 51 /r,VSQRTSS,T1S,xmm {k1}{z}:mew; xmm:mer; xmm/m32{er}:mer; PE:w; DE:w; IE:w,,AVX512F,UD; GP; ACS; XFSS
F9,STC,NP,CF:1,,,
FD,STD,NP,DF:1,,,
0F AE /3,STMXCSR,M,m32:mew; MM:w; FZ:w; RC:w; PM:w; UM:w; OM:w; ZM:w; DM:w; IM:w; DAZ:w; PE:w; UE:w; OE:w; ZE:w; DE:w; IE:w,pref67:operand/1,SSE,UD
VEX.LZ.0F.WIG AE /3,VSTMXCSR,M,m32:mew; MM:w; FZ:w; RC:w; PM:w; UM:w; OM:w; ZM:w; DM:w; IM:w; DAZ:w; PE:w; UE:w; OE:w; ZE:w; DE:w; IE:w,pref67:operand/1,AVX,UD
AA,STOSB,NA,SIL:rw; DIL:rw; [DIL]:w; AL:r,,,
AB,STOSW,NA,SI:rw; DI:rw; [DI]:w; AX:r,pref66:mandatory/1,,
AB,STOSD,NA,ESI:rw; EDI:rw; [EDI]:w; EAX:r,rex_w:optional/0,,
AB,STOSQ,NA,RSI:rw; RDI:rw; [RDI]:w; RAX:r,rex_w:mandatory/1,,
2C ib,SUB,I,AL:mrw; imm8:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,,,SSX; GPX; PF; AC
2D iw,SUB,I,AX:mrw; imm16:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,pref66:mandatory/1,,SSX; GPX; PF; AC
2D id,SUB,I,EAX:mrw; imm32:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,rex_w:optional/0,,SSX; GPX; PF; AC
2D id,SUB,I,RAX:mrw; imm32:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,rex_w:mandatory/1,,SSX; GPX; PF; AC
80 /5 ib,SUB,MI,r/m8:merw; imm8:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,lock:optional/1; rex_w:operand/any; pref67:operand/1,,SSX; GPX; PF; AC
81 /5 iw,SUB,MI,r/m16:merw; imm16:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,lock:optional/1; pref66:mandatory/1; pref67:operand/1,,SSX; GPX; PF; AC
81 /5 id,SUB,MI,r/m32:merw; imm32:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GPX; PF; AC
81 /5 id,SUB,MI,r/m64:merw; imm32:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,lock:optional/1; rex_w:mandatory/1; pref67:operand/1,,SSX; GPX; PF; AC
83 /5 ib,SUB,MI,r/m16:merw; imm8:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,lock:optional/1; pref66:mandatory/1; pref67:operand/1,,SSX; GPX; PF; AC
83 /5 ib,SUB,MI,r/m32:merw; imm8:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GPX; PF; AC
83 /5 ib,SUB,MI,r/m64:merw; imm8:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,lock:optional/1; rex_w:mandatory/1; pref67:operand/1,,SSX; GPX; PF; AC
28 /r,SUB,MR,r/m8:merw; r8:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,lock:optional/1; rex_w:operand/any; pref67:operand/1,,SSX; GPX; PF; AC
29 /r,SUB,MR,r/m16:merw; r16:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,lock:optional/1; pref66:mandatory/1; pref67:operand/1,,SSX; GPX; PF; AC
29 /r,SUB,MR,r/m32:merw; r32:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GPX; PF; AC
29 /r,SUB,MR,r/m64:merw; r64:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,lock:optional/1; rex_w:mandatory/1; pref67:operand/1,,SSX; GPX; PF; AC
2A /r,SUB,RM,r8:merw; r/m8:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,rex_w:operand/any; pref67:operand/1,,SSX; GPX; PF; AC
2B /r,SUB,RM,r16:merw; r/m16:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,pref66:mandatory/1; pref67:operand/1,,SSX; GPX; PF; AC
2B /r,SUB,RM,r32:merw; r/m32:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,rex_w:optional/0; pref67:operand/1,,SSX; GPX; PF; AC
2B /r,SUB,RM,r64:merw; r/m64:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,rex_w:mandatory/1; pref67:operand/1,,SSX; GPX; PF; AC
0F 5C /r,SUBPD,RM,xmm:merw; xmm/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GPS; AC; PFS; XFS
VEX.NDS.128.66.0F.WIG 5C /r,VSUBPD,RVM,xmm:mew; xmm:mer; xmm/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
VEX.NDS.256.66.0F.WIG 5C /r,VSUBPD,RVM,ymm:mew; ymm:mer; ymm/m256:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
EVEX.NDS.128.66.0F.W1 5C /r,VSUBPD,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m64bcst:mer; PE:w; UE:w; OE:w; DE:w; IE:w,,AVX512VL; AVX512F,UD; GPS; AC; PFS; XFS
EVEX.NDS.256.66.0F.W1 5C /r,VSUBPD,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m64bcst:mer; PE:w; UE:w; OE:w; DE:w; IE:w,,AVX512VL; AVX512F,UD; GPS; AC; PFS; XFS
EVEX.NDS.512.66.0F.W1 5C /r,VSUBPD,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m64bcst{er}:mer; PE:w; UE:w; OE:w; DE:w; IE:w,,AVX512F,UD; GPS; AC; PFS; XFS
0F 5C /r,SUBPS,RM,xmm:merw; xmm/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,SSE,UD; GPS; AC; PFS; XFS
VEX.NDS.128.0F.WIG 5C /r,VSUBPS,RVM,xmm:mew; xmm:mer; xmm/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
VEX.NDS.256.0F.WIG 5C /r,VSUBPS,RVM,ymm:mew; ymm:mer; ymm/m256:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
EVEX.NDS.128.0F.W0 5C /r,VSUBPS,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m32bcst:mer; PE:w; UE:w; OE:w; DE:w; IE:w,,AVX512VL; AVX512F,UD; GPS; AC; PFS; XFS
EVEX.NDS.256.0F.W0 5C /r,VSUBPS,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m32bcst:mer; PE:w; UE:w; OE:w; DE:w; IE:w,,AVX512VL; AVX512F,UD; GPS; AC; PFS; XFS
EVEX.NDS.512.0F.W0 5C /r,VSUBPS,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m32bcst{er}:mer; PE:w; UE:w; OE:w; DE:w; IE:w,,AVX512F,UD; GPS; AC; PFS; XFS
0F 5C /r,SUBSD,RM,xmm[0..63]:merw; xmm/m64:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1; prefF2:mandatory/1,SSE2,UD; GP; ACS; XFS
VEX.NDS.128.F2.0F.WIG 5C /r,VSUBSD,RVM,xmm:mew; xmm:mer; xmm/m64:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
EVEX.NDS.LIG.F2.0F.W1 5C /r,VSUBSD,T1S,xmm {k1}{z}:mew; xmm:mer; xmm/m64{er}:mer; PE:w; UE:w; OE:w; DE:w; IE:w,,AVX512F,UD; GP; ACS; XFS
0F 5C /r,SUBSS,RM,xmm[0..31]:merw; xmm/m32:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1; prefF3:mandatory/1,SSE,UD; GP; ACS; XFS
VEX.NDS.128.F3.0F.WIG 5C /r,VSUBSS,RVM,xmm:mew; xmm:mer; xmm/m32:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
EVEX.NDS.LIG.F3.0F.W0 5C /r,VSUBSS,T1S,xmm {k1}{z}:mew; xmm:mer; xmm/m32{er}:mer; PE:w; UE:w; OE:w; DE:w; IE:w,,AVX512F,UD; GP; ACS; XFS
A8 ib,TEST,I,AL:mrw; imm8:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,,,SSX; GP; PF; AC
A9 iw,TEST,I,AX:mrw; imm16:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,pref66:mandatory/1,,SSX; GP; PF; AC
A9 id,TEST,I,EAX:mrw; imm32:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,rex_w:optional/0,,SSX; GP; PF; AC
A9 id,TEST,I,RAX:mrw; imm32:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,rex_w:mandatory/1,,SSX; GP; PF; AC
F6 /0 ib,TEST,MI,r/m8:mer; imm8:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,rex_w:operand/any; pref67:operand/1,,SSX; GP; PF; AC
F7 /0 iw,TEST,MI,r/m16:mer; imm16:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,pref66:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
F7 /0 id,TEST,MI,r/m32:mer; imm32:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC
F7 /0 id,TEST,MI,r/m64:mer; imm32:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,rex_w:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
84 /r,TEST,MR,r/m8:mer; r8:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,rex_w:operand/any; pref67:operand/1,,SSX; GP; PF; AC
85 /r,TEST,MR,r/m16:mer; r16:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,pref66:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
85 /r,TEST,MR,r/m32:mer; r32:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC
85 /r,TEST,MR,r/m64:mer; r64:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,rex_w:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F BC /r,TZCNT,RM,r16:mew; r/m16:mer; ZF:w; OF:u; SF:u; PF:u; AF:u; CF:w,pref66:mandatory/1; pref67:operand/1; prefF3:mandatory/1,BMI1,SSX; GP; PF; AC
0F BC /r,TZCNT,RM,r32:mew; r/m32:mer; ZF:w; OF:u; SF:u; PF:u; AF:u; CF:w,rex_w:optional/0; pref67:operand/1; prefF3:mandatory/1,BMI1,SSX; GP; PF; AC
0F BC /r,TZCNT,RM,r64:mew; r/m64:mer; ZF:w; OF:u; SF:u; PF:u; AF:u; CF:w,rex_w:mandatory/1; pref67:operand/1; prefF3:mandatory/1,BMI1,SSX; GP; PF; AC
0F 2E /r,UCOMISD,RM,xmm:mer; xmm/m64:mer; ZF:w; PF:w; CF:w; OF:0; AF:0; SF:0; DE:w; IE:w,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GP; ACS; XFS
VEX.128.66.0F.WIG 2E /r,VUCOMISD,RM,xmm:mer; xmm/m64:mer; ZF:w; PF:w; CF:w; OF:0; AF:0; SF:0; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
EVEX.LIG.66.0F.W1 2E /r,VUCOMISD,T1S,xmm:mew; xmm/m64{sae}:mer; ZF:w; PF:w; CF:w; OF:0; AF:0; SF:0; DE:w; IE:w,,AVX512F,UD; GP; ACS; XFS
0F 2E /r,UCOMISS,RM,xmm:mer; xmm/m32:mer; ZF:w; PF:w; CF:w; OF:0; AF:0; SF:0; DE:w; IE:w,pref67:operand/1,SSE,UD; GP; ACS; XFS
VEX.128.0F.WIG 2E /r,VUCOMISS,RM,xmm:mer; xmm/m32:mer; ZF:w; PF:w; CF:w; OF:0; AF:0; SF:0; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
EVEX.LIG.0F.W0 2E /r,VUCOMISS,T1S,xmm:mew; xmm/m32{sae}:mer; ZF:w; PF:w; CF:w; OF:0; AF:0; SF:0; DE:w; IE:w,,AVX512F,UD; GP; ACS; XFS
0F 0B,UD2,NP,,,,
0F 15 /r,UNPCKHPD,RM,xmm:merw; xmm/m128:mer,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GPS; AC; PFS
VEX.NDS.128.66.0F.WIG 15 /r,VUNPCKHPD,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
VEX.NDS.256.66.0F.WIG 15 /r,VUNPCKHPD,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
EVEX.NDS.128.66.0F.W1 15 /r,VUNPCKHPD,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m64bcst:mer,,AVX512VL; AVX512F,UD; GPS; AC; PFS
EVEX.NDS.256.66.0F.W1 15 /r,VUNPCKHPD,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m64bcst:mer,,AVX512VL; AVX512F,UD; GPS; AC; PFS
EVEX.NDS.512.66.0F.W1 15 /r,VUNPCKHPD,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m64bcst:mer,,AVX512F,UD; GPS; AC; PFS
0F 15 /r,UNPCKHPS,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SSE,UD; GPS; AC; PFS
VEX.NDS.128.0F.WIG 15 /r,VUNPCKHPS,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
VEX.NDS.256.0F.WIG 15 /r,VUNPCKHPS,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
EVEX.NDS.128.0F.W0 15 /r,VUNPCKHPS,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m32bcst:mer,,AVX512VL; AVX512F,UD; GPS; AC; PFS
EVEX.NDS.256.0F.W0 15 /r,VUNPCKHPS,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m32bcst:mer,,AVX512VL; AVX512F,UD; GPS; AC; PFS
EVEX.NDS.512.0F.W0 15 /r,VUNPCKHPS,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m32bcst:mer,,AVX512F,UD; GPS; AC; PFS
0F 14 /r,UNPCKLPD,RM,xmm:merw; xmm/m128:mer,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GPS; AC; PFS
VEX.NDS.128.66.0F.WIG 14 /r,VUNPCKLPD,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
VEX.NDS.256.66.0F.WIG 14 /r,VUNPCKLPD,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
EVEX.NDS.128.66.0F.W1 14 /r,VUNPCKLPD,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m64bcst:mer,,AVX512VL; AVX512F,UD; GPS; AC; PFS
EVEX.NDS.256.66.0F.W1 14 /r,VUNPCKLPD,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m64bcst:mer,,AVX512VL; AVX512F,UD; GPS; AC; PFS
EVEX.NDS.512.66.0F.W1 14 /r,VUNPCKLPD,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m64bcst:mer,,AVX512F,UD; GPS; AC; PFS
0F 14 /r,UNPCKLPS,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SSE,UD; GPS; AC; PFS
VEX.NDS.128.0F.WIG 14 /r,VUNPCKLPS,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
VEX.NDS.256.0F.WIG 14 /r,VUNPCKLPS,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
EVEX.NDS.128.0F.W0 14 /r,VUNPCKLPS,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m32bcst:mer,,AVX512VL; AVX512F,UD; GPS; AC; PFS
EVEX.NDS.256.0F.W0 14 /r,VUNPCKLPS,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m32bcst:mer,,AVX512VL; AVX512F,UD; GPS; AC; PFS
EVEX.NDS.512.0F.W0 14 /r,VUNPCKLPS,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m32bcst:mer,,AVX512F,UD; GPS; AC; PFS
EVEX.NDS.128.66.0F3A.W0 03 /r ib,VALIGND,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m32bcst:mer; imm8:mer,,AVX512VL; AVX512F,
